order_id,customer_id,order_date,product_category,order_value,payment_method,delivered
434,238,2024-03-09 00:00:00,Electronics,138.79,UPI,1
435,70,2024-03-10 00:00:00,Electronics,121.67,Credit Card,1
436,166,2024-03-11 00:00:00,Electronics,146.01,Cash,1
437,130,2024-03-12 00:00:00,Books,14.03,Wallet,1
438,214,2024-03-13 00:00:00,Home,7.05,Debit Card,1
439,89,2024-03-14 00:00:00,Beauty,18,Credit Card,1
440,252,2024-03-15 00:00:00,Clothing,112.73,Cash,1
441,72,2024-03-16 00:00:00,Electronics,178.87,UPI,1
442,165,2024-03-17 00:00:00,Home,98.07,Wallet,1
443,49,2024-03-18 00:00:00,Beauty,5.83,Debit Card,1
444,52,2024-03-19 00:00:00,Home,147.28,Credit Card,0
445,289,2024-03-20 00:00:00,Books,27.53,UPI,1
446,278,2024-03-21 00:00:00,Beauty,0.47,Debit Card,1
447,114,2024-03-22 00:00:00,Home,29.21,Cash,1
448,239,2024-03-23 00:00:00,Books,2.36,Cash,1
449,133,2024-03-24 00:00:00,Home,39.25,UPI,1
450,274,2024-03-25 00:00:00,Home,20.67,Cash,1
451,166,2024-03-26 00:00:00,Beauty,32.07,Wallet,1
452,293,2024-03-27 00:00:00,Books,47.49,UPI,1
453,243,2024-03-28 00:00:00,Electronics,101.55,Cash,1
454,138,2024-03-29 00:00:00,Clothing,54.22,Credit Card,1
455,79,2024-03-30 00:00:00,Beauty,28.46,Cash,1
456,170,2024-03-31 00:00:00,Books,85.58,Wallet,1
457,123,2024-04-01 00:00:00,Home,118,Debit Card,1
458,176,2024-04-02 00:00:00,Books,6.38,Debit Card,1
459,82,2024-04-03 00:00:00,Clothing,37.96,Cash,1
460,87,2024-04-04 00:00:00,Clothing,16.74,Debit Card,1
461,225,2024-04-05 00:00:00,Electronics,2.41,Cash,1
462,16,2024-04-06 00:00:00,Electronics,55.21,Wallet,1
463,163,2024-04-07 00:00:00,Clothing,99.31,Debit Card,1
464,98,2024-04-08 00:00:00,Beauty,8.89,Credit Card,1
465,156,2024-04-09 00:00:00,Beauty,83.68,Cash,1
466,2,2024-04-10 00:00:00,Home,96,Debit Card,1
467,169,2024-04-11 00:00:00,Electronics,122.87,Wallet,1
468,92,2024-04-12 00:00:00,Home,15.41,Wallet,1
469,181,2024-04-13 00:00:00,Electronics,117.15,Credit Card,1
470,231,2024-04-14 00:00:00,Clothing,19.33,Wallet,1
471,148,2024-04-15 00:00:00,Beauty,40.19,Wallet,0
472,280,2024-04-16 00:00:00,Beauty,2.59,Debit Card,1
473,189,2024-04-17 00:00:00,Clothing,2.24,Cash,1
474,128,2024-04-18 00:00:00,Home,63.71,UPI,1
475,7,2024-04-19 00:00:00,Home,29.39,Wallet,1
476,47,2024-04-20 00:00:00,Books,14.81,Wallet,1
477,53,2024-04-21 00:00:00,Electronics,10.56,UPI,1
478,187,2024-04-22 00:00:00,Home,55.43,Wallet,0
479,38,2024-04-23 00:00:00,Clothing,0.02,Debit Card,1
480,226,2024-04-24 00:00:00,Home,81.97,Debit Card,1
481,53,2024-04-25 00:00:00,Beauty,4.13,UPI,1
482,224,2024-04-26 00:00:00,Electronics,10.63,Wallet,1
483,154,2024-04-27 00:00:00,Books,24.41,Wallet,1
484,48,2024-04-28 00:00:00,Electronics,33.17,Cash,1
485,147,2024-04-29 00:00:00,Beauty,21.92,Wallet,1
486,64,2024-04-30 00:00:00,Beauty,19.34,Debit Card,1
487,182,2024-05-01 00:00:00,Beauty,166.1,Credit Card,1
488,125,2024-05-02 00:00:00,Beauty,51.3,Credit Card,1
489,179,2024-05-03 00:00:00,Clothing,1.19,Credit Card,1
490,39,2024-05-04 00:00:00,Books,28.12,Credit Card,1
491,260,2024-05-05 00:00:00,Beauty,103.98,Wallet,1
492,3,2024-05-06 00:00:00,Beauty,17.94,Wallet,1
493,64,2024-05-07 00:00:00,Home,4.97,Cash,1
494,29,2024-05-08 00:00:00,Books,71.02,Wallet,0
495,11,2024-05-09 00:00:00,Electronics,46.57,Credit Card,1
496,97,2024-05-10 00:00:00,Books,42.23,UPI,1
497,203,2024-05-11 00:00:00,Books,2.75,UPI,1
498,21,2024-05-12 00:00:00,Books,7.57,Debit Card,1
499,39,2024-05-13 00:00:00,Beauty,48.72,Debit Card,1
500,223,2024-05-14 00:00:00,Beauty,11.65,Wallet,1
501,102,2024-05-15 00:00:00,Clothing,35.07,UPI,1
502,46,2024-05-16 00:00:00,Electronics,39.36,Credit Card,1
503,66,2024-05-17 00:00:00,Home,16.67,Credit Card,1
504,91,2024-05-18 00:00:00,Books,148.24,Credit Card,1
505,164,2024-05-19 00:00:00,Electronics,92.41,Wallet,1
506,111,2024-05-20 00:00:00,Electronics,64.07,Wallet,1
507,123,2024-05-21 00:00:00,Clothing,4.06,Cash,1
508,193,2024-05-22 00:00:00,Home,5.61,Credit Card,1
509,99,2024-05-23 00:00:00,Books,33.94,Credit Card,1
510,291,2024-05-24 00:00:00,Home,8.76,Wallet,1
511,159,2024-05-25 00:00:00,Clothing,191.44,Wallet,1
512,103,2024-05-26 00:00:00,Beauty,8.63,Cash,1
513,281,2024-05-27 00:00:00,Electronics,33.42,Cash,1
514,43,2024-05-28 00:00:00,Books,22.64,Debit Card,1
515,84,2024-05-29 00:00:00,Beauty,51,UPI,1
516,191,2024-05-30 00:00:00,Clothing,6.91,Credit Card,1
517,51,2024-05-31 00:00:00,Home,28.13,Credit Card,1
518,210,2024-06-01 00:00:00,Electronics,16.06,Cash,1
519,126,2024-06-02 00:00:00,Books,109.35,Cash,1
520,69,2024-06-03 00:00:00,Beauty,2.07,Debit Card,1
521,265,2024-06-04 00:00:00,Beauty,122.51,UPI,1
522,258,2024-06-05 00:00:00,Electronics,89.49,Debit Card,1
523,188,2024-06-06 00:00:00,Home,17.66,UPI,1
524,230,2024-06-07 00:00:00,Clothing,77.86,Credit Card,1
525,189,2024-06-08 00:00:00,Home,1.59,Debit Card,1
526,10,2024-06-09 00:00:00,Home,170.36,Cash,1
527,114,2024-06-10 00:00:00,Home,37.39,Debit Card,1
528,76,2024-06-11 00:00:00,Electronics,18.07,Debit Card,1
529,164,2024-06-12 00:00:00,Electronics,22.52,Credit Card,1
530,85,2024-06-13 00:00:00,Clothing,3.44,Cash,1
531,49,2024-06-14 00:00:00,Home,227.11,Cash,1
532,177,2024-06-15 00:00:00,Electronics,2,Wallet,1
533,218,2024-06-16 00:00:00,Clothing,53.2,Wallet,1
534,189,2024-06-17 00:00:00,Clothing,29.24,Wallet,1
535,230,2024-06-18 00:00:00,Home,148.71,Credit Card,1
536,255,2024-06-19 00:00:00,Books,14.12,Debit Card,1
537,236,2024-06-20 00:00:00,Home,37.97,Cash,1
538,26,2024-06-21 00:00:00,Books,32.92,Cash,1
539,72,2024-06-22 00:00:00,Clothing,60.68,Debit Card,1
540,261,2024-06-23 00:00:00,Electronics,3.52,Cash,1
541,254,2024-06-24 00:00:00,Beauty,10.77,Debit Card,1
542,271,2024-06-25 00:00:00,Clothing,12.08,Credit Card,1
543,123,2024-06-26 00:00:00,Electronics,67,Credit Card,1
544,144,2024-06-27 00:00:00,Clothing,10.48,Credit Card,1
545,257,2024-06-28 00:00:00,Home,42.61,Debit Card,1
546,144,2024-06-29 00:00:00,Books,12.12,Debit Card,1
547,259,2024-06-30 00:00:00,Clothing,98.89,UPI,1
548,47,2024-07-01 00:00:00,Electronics,142.53,Cash,1
549,13,2024-07-02 00:00:00,Home,36.54,Cash,1
550,208,2024-07-03 00:00:00,Beauty,21.72,UPI,1
551,235,2024-07-04 00:00:00,Home,13.33,UPI,1
552,149,2024-07-05 00:00:00,Books,2.55,Credit Card,1
553,155,2024-07-06 00:00:00,Home,15.63,UPI,1
554,166,2024-07-07 00:00:00,Beauty,53.1,Debit Card,1
555,90,2024-07-08 00:00:00,Electronics,38.14,Wallet,1
556,186,2024-07-09 00:00:00,Clothing,144.16,Debit Card,1
557,174,2024-07-10 00:00:00,Books,25.23,UPI,1
558,217,2024-07-11 00:00:00,Beauty,59.19,Cash,1
559,264,2024-07-12 00:00:00,Books,33.6,Debit Card,1
560,97,2024-07-13 00:00:00,Home,35.93,Cash,1
561,117,2024-07-14 00:00:00,Books,15.58,Debit Card,1
562,199,2024-07-15 00:00:00,Beauty,30.34,Cash,1
563,21,2024-07-16 00:00:00,Clothing,31.82,Debit Card,1
564,200,2024-07-17 00:00:00,Clothing,61.32,Cash,1
565,248,2024-07-18 00:00:00,Books,141.21,Wallet,1
566,276,2024-07-19 00:00:00,Electronics,19.97,Credit Card,1
567,264,2024-07-20 00:00:00,Books,2.16,Debit Card,1
568,58,2024-07-21 00:00:00,Home,34.29,Wallet,1
569,31,2024-07-22 00:00:00,Clothing,39.31,Credit Card,1
570,249,2024-07-23 00:00:00,Clothing,9.22,Debit Card,1
571,93,2024-07-24 00:00:00,Clothing,71.45,Wallet,1
572,265,2024-07-25 00:00:00,Electronics,209.75,Wallet,1
573,271,2024-07-26 00:00:00,Electronics,145.73,Wallet,1
574,94,2024-07-27 00:00:00,Beauty,10.98,UPI,1
575,154,2024-07-28 00:00:00,Books,104.12,Cash,1
576,285,2024-07-29 00:00:00,Books,60.95,Credit Card,1
577,80,2024-07-30 00:00:00,Home,30.24,Cash,1
578,292,2024-07-31 00:00:00,Clothing,38.89,Cash,1
579,84,2024-08-01 00:00:00,Electronics,94.72,Cash,1
580,37,2024-08-02 00:00:00,Home,32.71,Wallet,1
581,232,2024-08-03 00:00:00,Home,23.36,Cash,1
582,93,2024-08-04 00:00:00,Electronics,33.99,UPI,1
583,102,2024-08-05 00:00:00,Books,43.27,Debit Card,1
584,166,2024-08-06 00:00:00,Clothing,10.48,Wallet,1
585,159,2024-08-07 00:00:00,Books,115.59,Credit Card,1
586,14,2024-08-08 00:00:00,Home,56.07,Debit Card,1
587,225,2024-08-09 00:00:00,Clothing,50.16,Debit Card,1
588,73,2024-08-10 00:00:00,Beauty,5.24,Debit Card,1
589,249,2024-08-11 00:00:00,Home,46.34,Cash,1
590,91,2024-08-12 00:00:00,Books,6.45,Cash,1
591,216,2024-08-13 00:00:00,Books,4.1,Wallet,1
592,90,2024-08-14 00:00:00,Books,37.47,Cash,1
593,29,2024-08-15 00:00:00,Electronics,25.77,Cash,1
594,220,2024-08-16 00:00:00,Home,44.44,Cash,1
595,215,2024-08-17 00:00:00,Clothing,4.67,Wallet,1
596,221,2024-08-18 00:00:00,Books,28.19,Wallet,1
597,42,2024-08-19 00:00:00,Books,9.61,UPI,1
598,135,2024-08-20 00:00:00,Electronics,217.53,UPI,0
599,42,2024-08-21 00:00:00,Clothing,41.18,UPI,1
600,164,2024-08-22 00:00:00,Home,58.15,UPI,1
601,283,2024-08-23 00:00:00,Beauty,19.68,Debit Card,1
602,58,2024-08-24 00:00:00,Electronics,4.98,Debit Card,1
603,25,2024-08-25 00:00:00,Home,186.22,UPI,1
604,73,2024-08-26 00:00:00,Beauty,16.86,UPI,1
605,129,2024-08-27 00:00:00,Books,27.57,Credit Card,0
606,87,2024-08-28 00:00:00,Books,52.47,Debit Card,1
607,153,2024-08-29 00:00:00,Clothing,1.25,Credit Card,1
608,182,2024-08-30 00:00:00,Beauty,83.1,Credit Card,1
609,125,2024-08-31 00:00:00,Books,38.46,Cash,1
610,67,2024-09-01 00:00:00,Books,16.3,Wallet,1
611,6,2024-09-02 00:00:00,Clothing,3.18,Debit Card,1
612,125,2024-09-03 00:00:00,Home,8.87,UPI,1
613,53,2024-09-04 00:00:00,Books,112.71,UPI,0
614,66,2024-09-05 00:00:00,Electronics,57.92,Wallet,1
615,82,2024-09-06 00:00:00,Electronics,14.38,Debit Card,1
616,87,2024-09-07 00:00:00,Home,3.39,UPI,1
617,2,2024-09-08 00:00:00,Beauty,58.66,UPI,0
618,204,2024-09-09 00:00:00,Clothing,42.48,Cash,1
619,150,2024-09-10 00:00:00,Electronics,25.92,Credit Card,1
620,293,2024-09-11 00:00:00,Electronics,22.6,UPI,1
621,103,2024-09-12 00:00:00,Home,12.22,Debit Card,1
622,24,2024-09-13 00:00:00,Beauty,55.37,Wallet,1
623,212,2024-09-14 00:00:00,Beauty,176.45,Cash,1
624,65,2024-09-15 00:00:00,Home,9.66,Debit Card,1
625,209,2024-09-16 00:00:00,Electronics,45.46,Cash,1
626,251,2024-09-17 00:00:00,Clothing,27.6,Credit Card,1
627,117,2024-09-18 00:00:00,Electronics,29.59,UPI,1
628,116,2024-09-19 00:00:00,Beauty,14.66,Debit Card,1
629,237,2024-09-20 00:00:00,Electronics,87.19,Wallet,1
630,105,2024-09-21 00:00:00,Clothing,33.2,Credit Card,1
631,259,2024-09-22 00:00:00,Books,39.2,Credit Card,1
632,46,2024-09-23 00:00:00,Electronics,18.17,Cash,1
633,216,2024-09-24 00:00:00,Home,10.03,Credit Card,1
634,24,2024-09-25 00:00:00,Books,4.49,Debit Card,1
635,35,2024-09-26 00:00:00,Home,62.61,Cash,1
636,24,2024-09-27 00:00:00,Home,10.92,Credit Card,1
637,28,2024-09-28 00:00:00,Home,58.57,Wallet,1
638,16,2024-09-29 00:00:00,Electronics,24.75,Debit Card,1
639,59,2024-09-30 00:00:00,Beauty,26.87,Wallet,1
640,243,2024-10-01 00:00:00,Books,31.67,Wallet,0
641,207,2024-10-02 00:00:00,Clothing,22.92,Cash,1
642,271,2024-10-03 00:00:00,Beauty,5.3,UPI,1
643,249,2024-10-04 00:00:00,Electronics,18.53,Cash,1
644,267,2024-10-05 00:00:00,Home,54.49,Debit Card,1
645,193,2024-10-06 00:00:00,Clothing,54.8,Debit Card,1
646,218,2024-10-07 00:00:00,Books,16.86,Cash,1
647,115,2024-10-08 00:00:00,Beauty,30.82,UPI,1
648,68,2024-10-09 00:00:00,Beauty,10.75,Cash,1
649,299,2024-10-10 00:00:00,Clothing,11.81,Debit Card,1
650,75,2024-10-11 00:00:00,Electronics,1.17,UPI,1
651,103,2024-10-12 00:00:00,Books,113.53,Debit Card,1
652,297,2024-10-13 00:00:00,Clothing,11.83,UPI,1
653,178,2024-10-14 00:00:00,Home,12.91,UPI,1
654,215,2024-10-15 00:00:00,Books,16.4,Cash,1
655,39,2024-10-16 00:00:00,Beauty,6.81,Cash,1
656,259,2024-10-17 00:00:00,Clothing,50.98,Cash,1
657,204,2024-10-18 00:00:00,Beauty,3.91,UPI,1
658,7,2024-10-19 00:00:00,Beauty,7.21,UPI,1
659,49,2024-10-20 00:00:00,Beauty,51.75,Debit Card,1
660,26,2024-10-21 00:00:00,Electronics,20.75,Wallet,1
661,161,2024-10-22 00:00:00,Beauty,61.54,Cash,1
662,176,2024-10-23 00:00:00,Home,40.76,Debit Card,0
663,79,2024-10-24 00:00:00,Home,14.79,Debit Card,1
664,2,2024-10-25 00:00:00,Books,52.61,Credit Card,1
665,132,2024-10-26 00:00:00,Beauty,6.18,Cash,1
666,276,2024-10-27 00:00:00,Beauty,38.44,Debit Card,1
667,117,2024-10-28 00:00:00,Clothing,28.74,Credit Card,1
668,164,2024-10-29 00:00:00,Electronics,15.59,Cash,1
669,288,2024-10-30 00:00:00,Books,46.32,UPI,1
670,28,2024-10-31 00:00:00,Beauty,102.53,Credit Card,1
671,1,2024-11-01 00:00:00,Clothing,340.84,UPI,1
672,188,2024-11-02 00:00:00,Electronics,46.79,Wallet,1
673,56,2024-11-03 00:00:00,Books,25.93,Wallet,1
674,35,2024-11-04 00:00:00,Books,12.76,Wallet,1
675,112,2024-11-05 00:00:00,Beauty,14.86,Wallet,1
676,286,2024-11-06 00:00:00,Books,32.64,Debit Card,0
677,36,2024-11-07 00:00:00,Clothing,22.89,Wallet,1
678,217,2024-11-08 00:00:00,Books,122.56,Debit Card,1
679,80,2024-11-09 00:00:00,Home,22.97,Debit Card,1
680,83,2024-11-10 00:00:00,Clothing,23.38,Cash,1
681,65,2024-11-11 00:00:00,Electronics,24.19,Debit Card,1
682,128,2024-11-12 00:00:00,Electronics,90.58,Debit Card,1
683,22,2024-11-13 00:00:00,Beauty,52.6,Wallet,1
684,216,2024-11-14 00:00:00,Beauty,47.62,Debit Card,1
685,107,2024-11-15 00:00:00,Home,20.33,UPI,1
686,109,2024-11-16 00:00:00,Electronics,85.16,Wallet,1
687,181,2024-11-17 00:00:00,Electronics,1.96,Credit Card,1
688,164,2024-11-18 00:00:00,Electronics,102.32,Wallet,1
689,68,2024-11-19 00:00:00,Electronics,35.95,Debit Card,1
690,292,2024-11-20 00:00:00,Books,25.4,UPI,1
691,180,2024-11-21 00:00:00,Clothing,34.37,Wallet,0
692,181,2024-11-22 00:00:00,Clothing,55.04,UPI,1
693,169,2024-11-23 00:00:00,Home,0.64,Credit Card,1
694,22,2024-11-24 00:00:00,Books,102.61,Credit Card,1
695,66,2024-11-25 00:00:00,Electronics,29.6,Cash,1
696,21,2024-11-26 00:00:00,Electronics,21,Cash,1
697,100,2024-11-27 00:00:00,Beauty,7.44,Wallet,1
698,103,2024-11-28 00:00:00,Beauty,28.94,Cash,1
699,47,2024-11-29 00:00:00,Home,34.29,UPI,1
700,39,2024-11-30 00:00:00,Electronics,25.85,Cash,1
701,285,2024-12-01 00:00:00,Home,56.76,UPI,1
702,90,2024-12-02 00:00:00,Books,27.31,Cash,1
703,85,2024-12-03 00:00:00,Clothing,162.75,Cash,1
704,273,2024-12-04 00:00:00,Electronics,45.72,Cash,0
705,188,2024-12-05 00:00:00,Books,82.38,Debit Card,1
706,159,2024-12-06 00:00:00,Electronics,5.79,Debit Card,1
707,243,2024-12-07 00:00:00,Beauty,25.32,Cash,1
708,73,2024-12-08 00:00:00,Home,20.54,UPI,1
709,49,2024-12-09 00:00:00,Beauty,42.14,Wallet,1
710,101,2024-12-10 00:00:00,Clothing,98.7,Credit Card,1
711,2,2024-12-11 00:00:00,Beauty,4.08,Debit Card,1
712,244,2024-12-12 00:00:00,Electronics,3.77,Cash,1
713,176,2024-12-13 00:00:00,Beauty,94.96,Credit Card,1
714,238,2024-12-14 00:00:00,Electronics,11.97,Debit Card,1
715,59,2024-12-15 00:00:00,Clothing,55.24,Wallet,1
716,99,2024-12-16 00:00:00,Beauty,39.14,UPI,1
717,2,2024-12-17 00:00:00,Home,89.46,Cash,1
718,243,2024-12-18 00:00:00,Home,6.68,Wallet,1
719,297,2024-12-19 00:00:00,Home,6.95,Debit Card,1
720,211,2024-12-20 00:00:00,Beauty,40.69,Cash,1
721,123,2024-12-21 00:00:00,Beauty,146.29,Credit Card,1
722,229,2024-12-22 00:00:00,Beauty,26.81,UPI,1
723,82,2024-12-23 00:00:00,Electronics,19.8,Debit Card,1
724,144,2024-12-24 00:00:00,Clothing,46.66,UPI,1
725,140,2024-12-25 00:00:00,Home,133.28,Cash,1
726,29,2024-12-26 00:00:00,Electronics,90.68,Wallet,1
727,270,2024-12-27 00:00:00,Home,270,UPI,1
728,247,2024-12-28 00:00:00,Electronics,1.14,Credit Card,1
729,12,2024-12-29 00:00:00,Beauty,5.99,Debit Card,1
730,106,2024-12-30 00:00:00,Home,47.01,Credit Card,1
731,32,2024-12-31 00:00:00,Beauty,85.9,UPI,1
732,74,2025-01-01 00:00:00,Home,16.79,Wallet,1
733,171,2025-01-02 00:00:00,Books,13.67,Wallet,1
734,69,2025-01-03 00:00:00,Electronics,77.32,Credit Card,1
735,137,2025-01-04 00:00:00,Books,2.9,Cash,1
736,100,2025-01-05 00:00:00,Electronics,23.05,Cash,1
737,146,2025-01-06 00:00:00,Clothing,35.24,Wallet,1
738,9,2025-01-07 00:00:00,Home,41.09,Credit Card,1
739,62,2025-01-08 00:00:00,Clothing,65.21,Credit Card,1
740,185,2025-01-09 00:00:00,Clothing,21.91,Credit Card,1
741,29,2025-01-10 00:00:00,Electronics,47.43,UPI,1
742,114,2025-01-11 00:00:00,Books,44.02,Cash,1
743,143,2025-01-12 00:00:00,Beauty,39.66,Cash,1
744,120,2025-01-13 00:00:00,Electronics,51.15,UPI,1
745,170,2025-01-14 00:00:00,Beauty,15.02,Debit Card,1
746,157,2025-01-15 00:00:00,Clothing,4.42,UPI,1
747,260,2025-01-16 00:00:00,Beauty,6.35,Credit Card,1
748,82,2025-01-17 00:00:00,Books,12.72,UPI,1
749,242,2025-01-18 00:00:00,Electronics,34.68,Credit Card,1
750,172,2025-01-19 00:00:00,Books,91.77,Wallet,1
751,231,2025-01-20 00:00:00,Books,60.41,Credit Card,1
752,208,2025-01-21 00:00:00,Electronics,77.8,Cash,1
753,75,2025-01-22 00:00:00,Books,21.61,UPI,1
754,270,2025-01-23 00:00:00,Home,25.93,Credit Card,1
755,114,2025-01-24 00:00:00,Home,25.02,Debit Card,1
756,62,2025-01-25 00:00:00,Home,10.65,Wallet,1
757,102,2025-01-26 00:00:00,Beauty,3.16,Debit Card,1
758,210,2025-01-27 00:00:00,Books,44.69,Debit Card,1
759,255,2025-01-28 00:00:00,Electronics,226.49,Debit Card,1
760,20,2025-01-29 00:00:00,Electronics,9.13,Wallet,1
761,58,2025-01-30 00:00:00,Beauty,2.39,Wallet,1
762,112,2025-01-31 00:00:00,Electronics,75.6,Wallet,1
763,196,2025-02-01 00:00:00,Home,14.56,Wallet,1
764,92,2025-02-02 00:00:00,Books,88.49,Debit Card,1
765,52,2025-02-03 00:00:00,Electronics,60.86,Cash,1
766,293,2025-02-04 00:00:00,Electronics,145.64,Cash,1
767,8,2025-02-05 00:00:00,Clothing,26.29,Wallet,1
768,98,2025-02-06 00:00:00,Clothing,54.23,UPI,1
769,236,2025-02-07 00:00:00,Clothing,31.26,Credit Card,1
770,69,2025-02-08 00:00:00,Books,49.79,UPI,1
771,45,2025-02-09 00:00:00,Home,29.86,UPI,1
772,137,2025-02-10 00:00:00,Home,10.45,UPI,1
773,234,2025-02-11 00:00:00,Home,35.45,Cash,1
774,32,2025-02-12 00:00:00,Books,37.6,Credit Card,1
775,289,2025-02-13 00:00:00,Books,83.2,UPI,1
776,126,2025-02-14 00:00:00,Clothing,66.5,Wallet,1
777,67,2025-02-15 00:00:00,Electronics,54.5,Cash,1
778,30,2025-02-16 00:00:00,Beauty,6.02,Wallet,1
779,114,2025-02-17 00:00:00,Beauty,63.76,Wallet,1
780,204,2025-02-18 00:00:00,Electronics,34.69,UPI,1
781,29,2025-02-19 00:00:00,Clothing,112.26,Wallet,1
782,131,2025-02-20 00:00:00,Electronics,126.21,Credit Card,1
783,185,2025-02-21 00:00:00,Electronics,2.84,Wallet,1
784,253,2025-02-22 00:00:00,Beauty,85.92,UPI,1
785,286,2025-02-23 00:00:00,Clothing,1.92,Wallet,1
786,62,2025-02-24 00:00:00,Books,22.88,Cash,1
787,3,2025-02-25 00:00:00,Beauty,39.08,Cash,1
788,68,2025-02-26 00:00:00,Books,8.01,Cash,1
789,25,2025-02-27 00:00:00,Clothing,68.58,Debit Card,1
790,179,2025-02-28 00:00:00,Electronics,0.42,Cash,1
791,141,2025-03-01 00:00:00,Home,9.23,Cash,1
792,231,2025-03-02 00:00:00,Home,43.47,Debit Card,1
793,163,2025-03-03 00:00:00,Clothing,62.66,Cash,1
794,130,2025-03-04 00:00:00,Home,124.23,UPI,1
795,246,2025-03-05 00:00:00,Books,61.12,Cash,1
796,297,2025-03-06 00:00:00,Home,55.7,Cash,1
797,172,2025-03-07 00:00:00,Clothing,25.07,Debit Card,1
798,64,2025-03-08 00:00:00,Clothing,0.06,UPI,1
799,31,2025-03-09 00:00:00,Books,6.4,Wallet,1
800,47,2025-03-10 00:00:00,Home,38.24,Credit Card,1
801,130,2025-03-11 00:00:00,Home,56.22,UPI,1
802,110,2025-03-12 00:00:00,Electronics,27.02,Wallet,1
803,69,2025-03-13 00:00:00,Beauty,65.59,UPI,1
804,58,2025-03-14 00:00:00,Clothing,36.89,Wallet,1
805,106,2025-03-15 00:00:00,Electronics,3.85,Wallet,1
806,256,2025-03-16 00:00:00,Clothing,10.66,UPI,0
807,171,2025-03-17 00:00:00,Electronics,91.63,Debit Card,1
808,162,2025-03-18 00:00:00,Beauty,64.53,UPI,1
809,286,2025-03-19 00:00:00,Electronics,112.58,UPI,1
810,71,2025-03-20 00:00:00,Clothing,6.25,Wallet,1
811,255,2025-03-21 00:00:00,Home,231.38,Credit Card,1
812,55,2025-03-22 00:00:00,Clothing,11.75,Wallet,1
813,3,2025-03-23 00:00:00,Books,0.59,Cash,1
814,26,2025-03-24 00:00:00,Books,298.06,UPI,1
815,126,2025-03-25 00:00:00,Books,16.5,UPI,1
816,53,2025-03-26 00:00:00,Books,55.13,Debit Card,1
817,198,2025-03-27 00:00:00,Beauty,9.72,Wallet,1
818,299,2025-03-28 00:00:00,Home,43.4,Debit Card,1
819,188,2025-03-29 00:00:00,Home,117.19,UPI,1
820,186,2025-03-30 00:00:00,Clothing,19.3,Wallet,1
821,298,2025-03-31 00:00:00,Electronics,55.47,Wallet,0
822,204,2025-04-01 00:00:00,Clothing,10.41,Cash,0
823,11,2025-04-02 00:00:00,Clothing,49.01,Cash,1
824,146,2025-04-03 00:00:00,Clothing,20.51,Credit Card,1
825,85,2025-04-04 00:00:00,Clothing,11.86,Cash,0
826,100,2025-04-05 00:00:00,Home,18.78,Wallet,1
827,104,2025-04-06 00:00:00,Electronics,9.85,Cash,1
828,46,2025-04-07 00:00:00,Clothing,116.1,Credit Card,1
829,44,2025-04-08 00:00:00,Home,25.31,UPI,1
830,278,2025-04-09 00:00:00,Clothing,14.07,Cash,1
831,181,2025-04-10 00:00:00,Books,29.75,Wallet,1
832,187,2025-04-11 00:00:00,Clothing,19.32,UPI,1
833,114,2025-04-12 00:00:00,Clothing,68.21,Wallet,1
834,255,2025-04-13 00:00:00,Beauty,177.4,UPI,1
835,30,2025-04-14 00:00:00,Books,28.82,Wallet,1
836,264,2025-04-15 00:00:00,Electronics,98.68,Cash,1
837,98,2025-04-16 00:00:00,Clothing,41.72,Cash,1
838,115,2025-04-17 00:00:00,Electronics,8.55,Credit Card,1
839,276,2025-04-18 00:00:00,Books,58.66,UPI,1
840,281,2025-04-19 00:00:00,Clothing,36.02,Credit Card,1
841,275,2025-04-20 00:00:00,Beauty,52.58,Debit Card,1
842,261,2025-04-21 00:00:00,Home,110.22,Cash,1
843,207,2025-04-22 00:00:00,Beauty,29.03,UPI,1
844,211,2025-04-23 00:00:00,Beauty,115.72,Credit Card,1
845,215,2025-04-24 00:00:00,Home,69.45,Credit Card,1
846,40,2025-04-25 00:00:00,Home,33.53,Debit Card,1
847,26,2025-04-26 00:00:00,Home,46.22,Credit Card,1
848,27,2025-04-27 00:00:00,Clothing,19.7,Wallet,1
849,190,2025-04-28 00:00:00,Electronics,205.52,Cash,1
850,83,2025-04-29 00:00:00,Electronics,55.03,Credit Card,1
851,170,2025-04-30 00:00:00,Home,2.24,Credit Card,1
852,167,2025-05-01 00:00:00,Beauty,19.77,Debit Card,1
853,188,2025-05-02 00:00:00,Books,48.82,Wallet,1
854,169,2025-05-03 00:00:00,Home,2.9,Credit Card,1
855,289,2025-05-04 00:00:00,Beauty,1.21,Cash,1
856,229,2025-05-05 00:00:00,Beauty,29.89,Cash,1
857,97,2025-05-06 00:00:00,Clothing,20.23,Credit Card,1
858,16,2025-05-07 00:00:00,Clothing,28.84,Wallet,1
859,279,2025-05-08 00:00:00,Electronics,15.24,Cash,1
860,135,2025-05-09 00:00:00,Electronics,9,Cash,1
861,26,2025-05-10 00:00:00,Books,58.42,Wallet,1
862,12,2025-05-11 00:00:00,Books,36.14,Wallet,1
863,72,2025-05-12 00:00:00,Books,11.17,Credit Card,1
864,133,2025-05-13 00:00:00,Books,19.25,UPI,0
865,106,2025-05-14 00:00:00,Beauty,44.8,Debit Card,1
866,220,2025-05-15 00:00:00,Beauty,3.75,UPI,1
867,177,2025-05-16 00:00:00,Electronics,7.98,UPI,1
868,282,2025-05-17 00:00:00,Clothing,3.8,Cash,1
